Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,Width,Componenet Designator,Super Logic Region
Pin,40,-300,IO_L23N_T3_33,AA13,I/O,33,,,
Pin,40,-310,IO_L23P_T3_33,Y13,I/O,33,,,
Pin,40,-320,IO_L24N_T3_33,AB15,I/O,33,,,
Pin,40,-330,IO_L24P_T3_33,AB14,I/O,33,,,
Pin,40,-340,IO_L2N_T0_33,U22,I/O,33,,,
Pin,40,-350,IO_L2P_T0_33,T22,I/O,33,,,
Pin,40,-360,IO_L3N_T0_DQS_33,W22,I/O,33,,,
Pin,40,-370,IO_L3P_T0_DQS_33,V22,I/O,33,,,
Pin,40,-380,IO_L4N_T0_33,W21,I/O,33,,,
Pin,40,-390,IO_L4P_T0_33,W20,I/O,33,,,
Pin,40,-400,IO_L5N_T0_33,V20,I/O,33,,,
Pin,40,-410,IO_L5P_T0_33,U20,I/O,33,,,
Pin,40,-420,IO_L6N_T0_VREF_33,V19,I/O,33,,,
Pin,40,-430,IO_L6P_T0_33,V18,I/O,33,,,
Pin,40,-440,IO_L7N_T1_33,AB22,I/O,33,,,
Pin,40,-450,IO_L7P_T1_33,AA22,I/O,33,,,
Pin,40,-460,IO_L8N_T1_33,AB21,I/O,33,,,
Pin,40,-470,IO_L8P_T1_33,AA21,I/O,33,,,
Pin,40,-480,IO_L9N_T1_DQS_33,Y21,I/O,33,,,
Pin,40,-490,IO_L9P_T1_DQS_33,Y20,I/O,33,,,
,,,,,,,,,
Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,,,
Pin,40,0,IO_0_34,H15,I/O,34,,,
Pin,40,-10,IO_25_34,R15,I/O,34,,,
Pin,40,-20,IO_L10N_T1_34,L22,I/O,34,,,
Pin,40,-30,IO_L10P_T1_34,L21,I/O,34,,,
Pin,40,-40,IO_L11N_T1_SRCC_34,K20,I/O,34,,,
Pin,40,-50,IO_L11P_T1_SRCC_34,K19,I/O,34,,,
Pin,40,-60,IO_L12N_T1_MRCC_34,L19,I/O,34,,,
Pin,40,-70,IO_L12P_T1_MRCC_34,L18,I/O,34,,,
Pin,40,-80,IO_L13N_T2_MRCC_34,M20,I/O,34,,,
Pin,40,-90,IO_L13P_T2_MRCC_34,M19,I/O,34,,,
Pin,40,-100,IO_L14N_T2_SRCC_34,N20,I/O,34,,,
Pin,40,-110,IO_L14P_T2_SRCC_34,N19,I/O,34,,,
Pin,40,-120,IO_L15N_T2_DQS_34,M22,I/O,34,,,
Pin,40,-130,IO_L15P_T2_DQS_34,M21,I/O,34,,,
Pin,40,-140,IO_L16N_T2_34,P22,I/O,34,,,
Pin,40,-150,IO_L16P_T2_34,N22,I/O,34,,,
Pin,40,-160,IO_L17N_T2_34,R21,I/O,34,,,
Pin,40,-170,IO_L17P_T2_34,R20,I/O,34,,,
Pin,40,-180,IO_L18N_T2_34,P21,I/O,34,,,
Pin,40,-190,IO_L18P_T2_34,P20,I/O,34,,,
Pin,40,-200,IO_L19N_T3_VREF_34,P15,I/O,34,,,
Pin,40,-210,IO_L19P_T3_34,N15,I/O,34,,,
Pin,40,-220,IO_L1N_T0_34,K15,I/O,34,,,
Pin,40,-230,IO_L1P_T0_34,J15,I/O,34,,,
Pin,40,-240,IO_L20N_T3_34,P18,I/O,34,,,
Pin,40,-250,IO_L20P_T3_34,P17,I/O,34,,,
Pin,40,-260,IO_L21N_T3_DQS_34,T17,I/O,34,,,
Pin,40,-270,IO_L21P_T3_DQS_34,T16,I/O,34,,,
Pin,40,-280,IO_L22N_T3_34,T19,I/O,34,,,
Pin,40,-290,IO_L22P_T3_34,R19,I/O,34,,,
Pin,40,-300,IO_L23N_T3_34,T18,I/O,34,,,
Pin,40,-310,IO_L23P_T3_34,R18,I/O,34,,,
Pin,40,-320,IO_L24N_T3_34,R16,I/O,34,,,
Pin,40,-330,IO_L24P_T3_34,P16,I/O,34,,,
Pin,40,-340,IO_L2N_T0_34,J17,I/O,34,,,
Pin,40,-350,IO_L2P_T0_34,J16,I/O,34,,,
Pin,40,-360,IO_L3N_T0_DQS_34,L16,I/O,34,,,
Pin,40,-370,IO_L3P_T0_DQS_PUDC_B_34,K16,I/O,34,,,
Pin,40,-380,IO_L4N_T0_34,M17,I/O,34,,,
Pin,40,-390,IO_L4P_T0_34,L17,I/O,34,,,
Pin,40,-400,IO_L5N_T0_34,N18,I/O,34,,,
Pin,40,-410,IO_L5P_T0_34,N17,I/O,34,,,
Pin,40,-420,IO_L6N_T0_VREF_34,M16,I/O,34,,,
Pin,40,-430,IO_L6P_T0_34,M15,I/O,34,,,
Pin,40,-440,IO_L7N_T1_34,K18,I/O,34,,,
Pin,40,-450,IO_L7P_T1_34,J18,I/O,34,,,
Pin,40,-460,IO_L8N_T1_34,J22,I/O,34,,,
Pin,40,-470,IO_L8P_T1_34,J21,I/O,34,,,
Pin,40,-480,IO_L9N_T1_DQS_34,K21,I/O,34,,,
Pin,40,-490,IO_L9P_T1_DQS_34,J20,I/O,34,,,
,,,,,,,,,
Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,,,
Pin,40,0,IO_0_35,H17,I/O,35,,,
Pin,40,-10,IO_25_35,H18,I/O,35,,,
Pin,40,-20,IO_L10N_T1_AD11N_35,A19,I/O,35,,,
Pin,40,-30,IO_L10P_T1_AD11P_35,A18,I/O,35,,,
Pin,40,-40,IO_L11N_T1_SRCC_35,C18,I/O,35,,,
Pin,40,-50,IO_L11P_T1_SRCC_35,C17,I/O,35,,,
Pin,40,-60,IO_L12N_T1_MRCC_35,C19,I/O,35,,,
Pin,40,-70,IO_L12P_T1_MRCC_35,D18,I/O,35,,,
Pin,40,-80,IO_L13N_T2_MRCC_35,B20,I/O,35,,,
Pin,40,-90,IO_L13P_T2_MRCC_35,B19,I/O,35,,,
Pin,40,-100,IO_L14N_T2_AD4N_SRCC_35,C20,I/O,35,,,
Pin,40,-110,IO_L14P_T2_AD4P_SRCC_35,D20,I/O,35,,,
Pin,40,-120,IO_L15N_T2_DQS_AD12N_35,A22,I/O,35,,,
Pin,40,-130,IO_L15P_T2_DQS_AD12P_35,A21,I/O,35,,,
Pin,40,-140,IO_L16N_T2_35,C22,I/O,35,,,
Pin,40,-150,IO_L16P_T2_35,D22,I/O,35,,,
Pin,40,-160,IO_L17N_T2_AD5N_35,D21,I/O,35,,,
Pin,40,-170,IO_L17P_T2_AD5P_35,E21,I/O,35,,,
Pin,40,-180,IO_L18N_T2_AD13N_35,B22,I/O,35,,,
Pin,40,-190,IO_L18P_T2_AD13P_35,B21,I/O,35,,,
Pin,40,-200,IO_L19N_T3_VREF_35,H20,I/O,35,,,
Pin,40,-210,IO_L19P_T3_35,H19,I/O,35,,,
Pin,40,-220,IO_L1N_T0_AD0N_35,E16,I/O,35,,,
Pin,40,-230,IO_L1P_T0_AD0P_35,F16,I/O,35,,,
Pin,40,-240,IO_L20N_T3_AD6N_35,F19,I/O,35,,,
Pin,40,-250,IO_L20P_T3_AD6P_35,G19,I/O,35,,,
Pin,40,-260,IO_L21N_T3_DQS_AD14N_35,E20,I/O,35,,,
Pin,40,-270,IO_L21P_T3_DQS_AD14P_35,E19,I/O,35,,,
Pin,40,-280,IO_L22N_T3_AD7N_35,G21,I/O,35,,,
Pin,40,-290,IO_L22P_T3_AD7P_35,G20,I/O,35,,,
Pin,40,-300,IO_L23N_T3_35,F22,I/O,35,,,
Pin,40,-310,IO_L23P_T3_35,F21,I/O,35,,,
Pin,40,-320,IO_L24N_T3_AD15N_35,G22,I/O,35,,,
Pin,40,-330,IO_L24P_T3_AD15P_35,H22,I/O,35,,,
Pin,40,-340,IO_L2N_T0_AD8N_35,D17,I/O,35,,,
Pin,40,-350,IO_L2P_T0_AD8P_35,D16,I/O,35,,,
Pin,40,-360,IO_L3N_T0_DQS_AD1N_35,D15,I/O,35,,,
Pin,40,-370,IO_L3P_T0_DQS_AD1P_35,E15,I/O,35,,,
Pin,40,-380,IO_L4N_T0_35,G16,I/O,35,,,
Pin,40,-390,IO_L4P_T0_35,G15,I/O,35,,,
Pin,40,-400,IO_L5N_T0_AD9N_35,E18,I/O,35,,,
Pin,40,-410,IO_L5P_T0_AD9P_35,F18,I/O,35,,,
Pin,40,-420,IO_L6N_T0_VREF_35,F17,I/O,35,,,
Pin,40,-430,IO_L6P_T0_35,G17,I/O,35,,,
Pin,40,-440,IO_L7N_T1_AD2N_35,B15,I/O,35,,,
Pin,40,-450,IO_L7P_T1_AD2P_35,C15,I/O,35,,,
Pin,40,-460,IO_L8N_T1_AD10N_35,B17,I/O,35,,,
Pin,40,-470,IO_L8P_T1_AD10P_35,B16,I/O,35,,,
Pin,40,-480,IO_L9N_T1_DQS_AD3N_35,A17,I/O,35,,,
Pin,40,-490,IO_L9P_T1_DQS_AD3P_35,A16,I/O,35,,,
,,,,,,,,,
Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,,,
Pin,40,0,PS_CLK_500,F7,I/O,500,,,
Pin,40,-10,PS_MIO0_500,G6,I/O,500,,,
Pin,40,-20,PS_MIO1_500,A1,I/O,500,,,
Pin,40,-30,PS_MIO10_500,G7,I/O,500,,,
Pin,40,-40,PS_MIO11_500,B4,I/O,500,,,
Pin,40,-50,PS_MIO12_500,C5,I/O,500,,,
Pin,40,-60,PS_MIO13_500,A6,I/O,500,,,
Pin,40,-70,PS_MIO14_500,B6,I/O,500,,,
Pin,40,-80,PS_MIO15_500,E6,I/O,500,,,
Pin,40,-90,PS_MIO2_500,A2,I/O,500,,,
Pin,40,-100,PS_MIO3_500,F6,I/O,500,,,
Pin,40,-110,PS_MIO4_500,E4,I/O,500,,,
Pin,40,-120,PS_MIO5_500,A3,I/O,500,,,
Pin,40,-130,PS_MIO6_500,A4,I/O,500,,,
Pin,40,-140,PS_MIO7_500,D5,I/O,500,,,
Pin,40,-150,PS_MIO8_500,E5,I/O,500,,,
Pin,40,-160,PS_MIO9_500,C4,I/O,500,,,
Pin,40,-170,PS_POR_B_500,B5,I/O,500,,,
,,,,,,,,,
Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,,,
Pin,40,0,PS_MIO_VREF_501,F8,I/O,501,,,
Pin,40,-10,PS_MIO16_501,D6,I/O,501,,,
Pin,40,-20,PS_MIO17_501,E9,I/O,501,,,
Pin,40,-30,PS_MIO18_501,A7,I/O,501,,,
Pin,40,-40,PS_MIO19_501,E10,I/O,501,,,
Pin,40,-50,PS_MIO20_501,A8,I/O,501,,,
Pin,40,-60,PS_MIO21_501,F11,I/O,501,,,
Pin,40,-70,PS_MIO22_501,A14,I/O,501,,,
Pin,40,-80,PS_MIO23_501,E11,I/O,501,,,
Pin,40,-90,PS_MIO24_501,B7,I/O,501,,,
Pin,40,-100,PS_MIO25_501,F12,I/O,501,,,
Pin,40,-110,PS_MIO26_501,A13,I/O,501,,,
Pin,40,-120,PS_MIO27_501,D7,I/O,501,,,
Pin,40,-130,PS_MIO28_501,A12,I/O,501,,,
Pin,40,-140,PS_MIO29_501,E8,I/O,501,,,
Pin,40,-150,PS_MIO30_501,A11,I/O,501,,,
Pin,40,-160,PS_MIO31_501,F9,I/O,501,,,
Pin,40,-170,PS_MIO32_501,C7,I/O,501,,,
Pin,40,-180,PS_MIO33_501,G13,I/O,501,,,
Pin,40,-190,PS_MIO34_501,B12,I/O,501,,,
Pin,40,-200,PS_MIO35_501,F14,I/O,501,,,
Pin,40,-210,PS_MIO36_501,A9,I/O,501,,,
Pin,40,-220,PS_MIO37_501,B14,I/O,501,,,
Pin,40,-230,PS_MIO38_501,F13,I/O,501,,,
Pin,40,-240,PS_MIO39_501,C13,I/O,501,,,
Pin,40,-250,PS_MIO40_501,E14,I/O,501,,,
Pin,40,-260,PS_MIO41_501,C8,I/O,501,,,
Pin,40,-270,PS_MIO42_501,D8,I/O,501,,,
Pin,40,-280,PS_MIO43_501,B11,I/O,501,,,
Pin,40,-290,PS_MIO44_501,E13,I/O,501,,,
Pin,40,-300,PS_MIO45_501,B9,I/O,501,,,
Pin,40,-310,PS_MIO46_501,D12,I/O,501,,,
Pin,40,-320,PS_MIO47_501,B10,I/O,501,,,
Pin,40,-330,PS_MIO48_501,D11,I/O,501,,,
Pin,40,-340,PS_MIO49_501,C14,I/O,501,,,
Pin,40,-350,PS_MIO50_501,D13,I/O,501,,,
Pin,40,-360,PS_MIO51_501,C10,I/O,501,,,
Pin,40,-370,PS_MIO52_501,D10,I/O,501,,,
Pin,40,-380,PS_MIO53_501,C12,I/O,501,,,
Pin,40,-390,PS_SRST_B_501,C9,I/O,501,,,
,,,,,,,,,
Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,,,
Pin,40,0,PS_DDR_A0_502,M4,I/O,502,,,
Pin,40,-10,PS_DDR_A1_502,M5,I/O,502,,,
Pin,40,-20,PS_DDR_A10_502,J3,I/O,502,,,
Pin,40,-30,PS_DDR_A11_502,G5,I/O,502,,,
Pin,40,-40,PS_DDR_A12_502,H4,I/O,502,,,
Pin,40,-50,PS_DDR_A13_502,F4,I/O,502,,,
Pin,40,-60,PS_DDR_A14_502,G4,I/O,502,,,
Pin,40,-70,PS_DDR_A2_502,K4,I/O,502,,,
Pin,40,-80,PS_DDR_A3_502,L4,I/O,502,,,
Pin,40,-90,PS_DDR_A4_502,K6,I/O,502,,,
Pin,40,-100,PS_DDR_A5_502,K5,I/O,502,,,
Pin,40,-110,PS_DDR_A6_502,J7,I/O,502,,,
Pin,40,-120,PS_DDR_A7_502,J6,I/O,502,,,
Pin,40,-130,PS_DDR_A8_502,J5,I/O,502,,,
Pin,40,-140,PS_DDR_A9_502,H5,I/O,502,,,
Pin,40,-150,PS_DDR_BA0_502,L7,I/O,502,,,
Pin,40,-160,PS_DDR_BA1_502,L6,I/O,502,,,
Pin,40,-170,PS_DDR_BA2_502,M6,I/O,502,,,
Pin,40,-180,PS_DDR_CAS_B_502,P3,I/O,502,,,
Pin,40,-190,PS_DDR_CKE_502,V3,I/O,502,,,
Pin,40,-200,PS_DDR_CKN_502,N5,I/O,502,,,
Pin,40,-210,PS_DDR_CKP_502,N4,I/O,502,,,
Pin,40,-220,PS_DDR_CS_B_502,P6,I/O,502,,,
Pin,40,-230,PS_DDR_DM0_502,B1,I/O,502,,,
Pin,40,-240,PS_DDR_DM1_502,H3,I/O,502,,,
Pin,40,-250,PS_DDR_DM2_502,P1,I/O,502,,,
Pin,40,-260,PS_DDR_DM3_502,AA2,I/O,502,,,
Pin,40,-270,PS_DDR_DQ0_502,D1,I/O,502,,,
Pin,40,-280,PS_DDR_DQ1_502,C3,I/O,502,,,
Pin,40,-290,PS_DDR_DQ10_502,L1,I/O,502,,,
Pin,40,-300,PS_DDR_DQ11_502,L2,I/O,502,,,
Pin,40,-310,PS_DDR_DQ12_502,L3,I/O,502,,,
Pin,40,-320,PS_DDR_DQ13_502,K1,I/O,502,,,
Pin,40,-330,PS_DDR_DQ14_502,J1,I/O,502,,,
Pin,40,-340,PS_DDR_DQ15_502,K3,I/O,502,,,
Pin,40,-350,PS_DDR_DQ16_502,M1,I/O,502,,,
Pin,40,-360,PS_DDR_DQ17_502,T3,I/O,502,,,
Pin,40,-370,PS_DDR_DQ18_502,N3,I/O,502,,,
Pin,40,-380,PS_DDR_DQ19_502,T1,I/O,502,,,
Pin,40,-390,PS_DDR_DQ2_502,B2,I/O,502,,,
Pin,40,-400,PS_DDR_DQ20_502,R3,I/O,502,,,
Pin,40,-410,PS_DDR_DQ21_502,T2,I/O,502,,,
Pin,40,-420,PS_DDR_DQ22_502,M2,I/O,502,,,
Pin,40,-430,PS_DDR_DQ23_502,R1,I/O,502,,,
Pin,40,-440,PS_DDR_DQ24_502,AA3,I/O,502,,,
Pin,40,-450,PS_DDR_DQ25_502,U1,I/O,502,,,
Pin,40,-460,PS_DDR_DQ26_502,AA1,I/O,502,,,
Pin,40,-470,PS_DDR_DQ27_502,U2,I/O,502,,,
Pin,40,-480,PS_DDR_DQ28_502,W1,I/O,502,,,
Pin,40,-490,PS_DDR_DQ29_502,Y3,I/O,502,,,
Pin,40,-500,PS_DDR_DQ3_502,D3,I/O,502,,,
Pin,40,-510,PS_DDR_DQ30_502,W3,I/O,502,,,
Pin,40,-520,PS_DDR_DQ31_502,Y1,I/O,502,,,
Pin,40,-530,PS_DDR_DQ4_502,E3,I/O,502,,,
Pin,40,-540,PS_DDR_DQ5_502,E1,I/O,502,,,
Pin,40,-550,PS_DDR_DQ6_502,F2,I/O,502,,,
Pin,40,-560,PS_DDR_DQ7_502,F1,I/O,502,,,
Pin,40,-570,PS_DDR_DQ8_502,G2,I/O,502,,,
Pin,40,-580,PS_DDR_DQ9_502,G1,I/O,502,,,
Pin,40,-590,PS_DDR_DQS_N0_502,D2,I/O,502,,,
Pin,40,-600,PS_DDR_DQS_N1_502,J2,I/O,502,,,
Pin,40,-610,PS_DDR_DQS_N2_502,P2,I/O,502,,,
Pin,40,-620,PS_DDR_DQS_N3_502,W2,I/O,502,,,
Pin,40,-630,PS_DDR_DQS_P0_502,C2,I/O,502,,,
Pin,40,-640,PS_DDR_DQS_P1_502,H2,I/O,502,,,
Pin,40,-650,PS_DDR_DQS_P2_502,N2,I/O,502,,,
Pin,40,-660,PS_DDR_DQS_P3_502,V2,I/O,502,,,
Pin,40,-670,PS_DDR_DRST_B_502,F3,I/O,502,,,
Pin,40,-680,PS_DDR_ODT_502,P5,I/O,502,,,
Pin,40,-690,PS_DDR_RAS_B_502,R5,I/O,502,,,
Pin,40,-700,PS_DDR_VRN_502,M7,I/O,502,,,
Pin,40,-710,PS_DDR_VRP_502,N7,I/O,502,,,
Pin,40,-720,PS_DDR_WE_B_502,R4,I/O,502,,,
,,,,,,,,,
Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,,,
Pin,40,0,GND,A5,POWER,,,,
Pin,40,-10,GND,A15,POWER,,,,
Pin,40,-20,GND,AA5,POWER,,,,
Pin,40,-30,GND,AA15,POWER,,,,
Pin,40,-40,GND,AB8,POWER,,,,
Pin,40,-50,GND,AB18,POWER,,,,
Pin,40,-60,GND,B8,POWER,,,,
Pin,40,-70,GND,B18,POWER,,,,
Pin,40,-80,GND,C1,POWER,,,,
Pin,40,-90,GND,C11,POWER,,,,
Pin,40,-100,GND,C21,POWER,,,,
Pin,40,-110,GND,D4,POWER,,,,
Pin,40,-120,GND,D14,POWER,,,,
Pin,40,-130,GND,E7,POWER,,,,
Pin,40,-140,GND,E17,POWER,,,,
Pin,40,-150,GND,F10,POWER,,,,
Pin,40,-160,GND,F20,POWER,,,,
Pin,40,-170,GND,G3,POWER,,,,
Pin,40,-180,GND,H6,POWER,,,,
Pin,40,-190,GND,H8,POWER,,,,
Pin,40,-200,GND,H12,POWER,,,,
Pin,40,-210,GND,H14,POWER,,,,
Pin,40,-220,GND,H16,POWER,,,,
Pin,40,-230,GND,J9,POWER,,,,
Pin,40,-240,GND,J11,POWER,,,,
Pin,40,-250,GND,J13,POWER,,,,
Pin,40,-260,GND,J19,POWER,,,,
Pin,40,-270,GND,K2,POWER,,,,
Pin,40,-280,GND,K8,POWER,,,,
Pin,40,-290,GND,K10,POWER,,,,
Pin,40,-300,GND,K14,POWER,,,,
Pin,40,-310,GND,K22,POWER,,,,
Pin,40,-320,GND,L5,POWER,,,,
Pin,40,-330,GND,L9,POWER,,,,
Pin,40,-340,GND,L13,POWER,,,,
Pin,40,-350,GND,L15,POWER,,,,
Pin,40,-360,GND,M8,POWER,,,,
Pin,40,-370,GND,M10,POWER,,,,
Pin,40,-380,GND,M14,POWER,,,,
Pin,40,-390,GND,M18,POWER,,,,
Pin,40,-400,GND,N1,POWER,,,,
Pin,40,-410,GND,N9,POWER,,,,
Pin,40,-420,GND,N13,POWER,,,,
Pin,40,-430,GND,N21,POWER,,,,
Pin,40,-440,GND,P4,POWER,,,,
Pin,40,-450,GND,P8,POWER,,,,
Pin,40,-460,GND,P10,POWER,,,,
Pin,40,-470,GND,P12,POWER,,,,
Pin,40,-480,GND,P14,POWER,,,,
Pin,40,-490,GND,R9,POWER,,,,
Pin,40,-500,GND,R11,POWER,,,,
Pin,40,-510,GND,R13,POWER,,,,
Pin,40,-520,GND,R17,POWER,,,,
Pin,40,-530,GND,T20,POWER,,,,
Pin,40,-540,GND,U3,POWER,,,,
Pin,40,-550,GND,U13,POWER,,,,
Pin,40,-560,GND,V6,POWER,,,,
Pin,40,-570,GND,V16,POWER,,,,
Pin,40,-580,GND,W9,POWER,,,,
Pin,40,-590,GND,W19,POWER,,,,
Pin,40,-600,GND,Y2,POWER,,,,
Pin,40,-610,GND,Y12,POWER,,,,
Pin,40,-620,GND,Y22,POWER,,,,
,,,,,,,,,
Object Kind,X1,Y1,Name,Pin Designator,Pin Type,Bank,,,
